0.01666667,-0.05618047,0.09397377
0.05,-0.1368104,0.1958875
0.08333333,-0.200329,0.2488814
0.1166667,-0.2548654,0.2815251
0.15,-0.2950467,0.3004337
0.1833333,-0.312946,0.3039063
0.2166667,-0.3065974,0.2919506
0.25,-0.2820868,0.2678995
0.2833333,-0.2495268,0.2367369
0.3166667,-0.2163987,0.2029719
0.35,-0.1853646,0.1693514
0.3833333,-0.156308,0.136834
0.4166667,-0.1282889,0.1053208
0.45,-0.1004775,0.07437589999999999
0.4833333,-0.07243151,0.0436094
0.5166667,-0.0439854,0.01277144
0.55,-0.01507283,-0.01828582
0.5833333000000001,0.01438875,-0.04965966
0.6166667,0.04454756,-0.08141047999999999
0.65,0.07562673,-0.1135381
0.6833333,0.1079028,-0.1459684
0.7166667,0.1416073,-0.1786812
0.75,0.1767496,-0.2122321
0.7833333,0.2127454,-0.2488523
0.8166667,0.2482025,-0.2932463
0.85,0.2805141,-0.3495165
0.8833333,0.3067543,-0.4097587
0.9166666999999999,0.3254142,-0.4363965
0.95,0.3902333,-0.3506696
0.9833333,0.6880298,-0.07821404999999999
